Pick Taken,Grade,,IN,Combine,Senior,Shrine,Hula,RP,Name,School,Conference,Pos,Pos Rank,Class,#,HT,WT,Hand,Arm,Wing,10,40,BP,3c,Shuttle,VJ,BJ,DOB,Age,Final Grade,Difference,DB Grade,Cutoff Count,Speed Adjust,Size Adjust,Senior/Shrine Adjust,Combine Adjust,Year Adjust,Raw Grade,Posistional Value ,Man,Zone,RAS,Hands,YAC,Separation,Age,Size,Contested Catch,Press
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Justin Brown,Frostburg State,,WR,WR256,,,6020,205,,,,1.55,4.62,11,7.45,4.68,37,,,0.0,0.80,NA,0.80,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dawson Snyder,St. Francis (Pa.),,WR,WR257,,,6017,178,,,,1.64,4.74,DNP,7,4.22,34.5,,,0.0,0.79,NA,0.79,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dior Scott,East Central (Okla.),,WR,WR258,,,5077,182,,,,1.62,4.69,6,7.26,4.45,30,,,0.0,0.78,NA,0.78,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jacob Smith,Miss. College,,WR,WR259,,,5114,169,,,,1.61,4.51,10,7.89,4.58,33.5,,,0.0,0.76,NA,0.76,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Anthony Queeley,Georgia Southern,Sun Belt,WR,WR260,,,6021,202,,,,1.65,4.7,19,7.57,4.51,37,,,0.0,0.75,NA,0.75,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Caleb McMillan,Marshall,Sun Belt,WR,WR261,6SR,,,,,,,1.65,4.67,14,7.15,4.55,37.5,,,0.0,0.75,0.12,0.63,2,0.9,0.9,0.9,1.0,1.2,1.4,,0.01,1.5,,3.0,3.9,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jaylen Johnson,East Carolina,AAC,WR,WR262,6SR,,6007,200,868,3068,7328,1.61,4.53,13,7.5,4.5,33,909,,0.0,0.74,-0.34,1.1,4,0.4,0.4,0.4,0.5,0.6,0.6,,0.6,0.5,,-0.7,2.5,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,DJ Powell,Duquesne,,WR,WR263,,,6025,191,,,,1.64,4.72,DNP,7.25,4.55,29.5,,,0.0,0.73,NA,0.73,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Christian Richmond,Central Arkansas,,WR,WR264,,,5080,185,,,,1.63,4.62,DNP,7.28,4.63,30.5,,,0.0,0.72,NA,0.72,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kaylon Horton,North Texas,C-USA,WR,WR265,,,5086,165,,,,1.58,4.46,8,7.03,4.15,31,,,0.0,0.70,NA,0.70,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Keyshawn Jones,Southwestern,,WR,WR266,,,5071,164,,,,1.58,4.65,2,6.96,4.38,31,,,0.0,0.69,NA,0.69,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Collin Wilson,Washburn,,WR,WR267,,,6014,198,,,,1.59,4.75,9,6.9,4.3,34.5,,,0.0,0.68,NA,0.68,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Monterio Hunt,Alcorn State,,WR,WR268,,,6004,187,,,,1.63,4.83,11,7.52,4.67,29.5,,,0.0,0.66,NA,0.66,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Corintheus Edmonds,Fort Valley State,,WR,WR269,,,6007,199,,,,1.63,4.82,DNP,7.66,4.57,27.5,,,0.0,0.65,NA,0.65,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dominic Gicinto,UNLV,MWC,WR,WR270,,,5085,183,,,,1.57,4.51,8,7.34,4.34,39.5,,,0.0,0.62,NA,0.62,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Edwin Reed,Mount Union,,WR,WR271,,,5113,203,,,,1.71,4.72,6,7.44,4.44,35,,,0.0,0.60,NA,0.60,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Isaac Foster,Kennesaw State,,WR,WR272,,,5076,175,,,,1.6,4.52,11,6.95,4.03,35,,,0.0,0.59,NA,0.59,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tajon Vassar,Bentley,,WR,WR273,,,5076,172,,,,1.54,4.68,18,7.04,4.19,33,,,0.0,0.57,NA,0.57,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Deondre Lester,Lenoir-Rhyne,,WR,WR274,,,5117,173,,,,1.53,4.64,DNP,7.28,4.51,29.5,,,0.0,0.56,NA,0.56,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jordan Bonner,Elon,,WR,WR275,,,6000,199,,,,1.63,4.65,19,6.89,4.41,32,,,0.0,0.55,NA,0.55,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Talik Keaton,Marshall,Sun Belt,WR,WR276,,,5107,182,,,,1.77,4.81,DNP,7.2,4.4,34,,,0.0,0.53,NA,0.53,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Isaac Ross,UMass,Ind.,WR,WR277,,,5082,173,,,,1.53,4.61,9,7.4,4.43,36,,,0.0,0.52,NA,0.52,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Erik Pizarro,Kansas State,Big 12,WR,WR278,6SR,,,,,,,1.7,4.85,19,7.45,4.5,31.5,,,0.0,0.50,0.14,0.36,4,0.6,0.7,0.7,0.8,0.9,1.0,,0.00,3.4,,0.9,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Chandler Smith,Samford,,WR,WR279,,,5094,177,,,,1.57,4.57,DNP,7.28,4.5,32.5,,,0.0,0.50,NA,0.50,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Quentin Sanders,North Greenville,,WR,WR280,,,5102,179,,,,1.77,4.89,DNP,7.78,4.87,31,,,0.0,0.49,NA,0.49,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jalen Preston,Texas A&M,SEC,WR,WR281,,,6013,220,,,,1.71,4.71,DNP,7.5,4.53,31,,,0.0,0.47,NA,0.47,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jsi Hatfield,East Carolina,AAC,WR,WR282,5SR,,,,,,,1.56,4.56,7,7.22,4.38,33.5,,,0.0,0.47,-0.55,1.0,1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,,0,0.1,,-1.5,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jasiah Provillon,Campbell,,WR,WR283,,,6013,203,,,,1.62,4.83,13,7.21,4.39,34.5,,,0.0,0.46,NA,0.46,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jourdan Townsend,Delaware,,WR,WR284,,,5106,178,,,,1.58,4.66,DNP,7.2,4.45,32.5,,,0.0,0.45,NA,0.45,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,David Florence,North Alabama,,WR,WR285,,,5071,174,,,,1.6,4.63,2,7.46,4.46,26.5,,,0.0,0.43,NA,0.43,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,AJ Harris,North Park (Ill.),,WR,WR286,,,5091,196,,,,1.64,4.85,DNP,DNP,DNP,DNP,,,0.0,0.42,NA,0.42,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Darfnell Gouin,Sioux Falls,,WR,WR287,,,6011,217,,,,1.75,4.99,17,7.59,4.63,28.5,,,0.0,0.40,NA,0.40,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kenny Brewer,Central Michigan,MAC,WR,WR288,,,6006,193,,,,1.7,4.9,16,7.14,4.52,36,,,0.0,0.39,NA,0.39,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Said Sidibe,Virginia Union,,WR,WR289,,,5105,170,,,,1.59,4.76,DNP,7.26,4.32,23.5,,,0.0,0.37,NA,0.37,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Craig Burt,Western Kentucky,C-USA,WR,WR290,,,6026,202,,,,1.7,4.81,DNP,7.01,4.59,34.5,,,0.0,0.34,NA,0.34,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Emery Bryant,Point,,WR,WR291,,,5084,163,,,,1.66,4.78,DNP,7.31,4.7,34,,,0.0,0.33,NA,0.33,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Geordon Pollard,Miles,,WR,WR292,,,6012,179,,,,1.58,4.51,DNP,7.59,4.53,30.5,,,0.0,0.32,NA,0.32,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Trey Madsen,Aurora,,WR,WR293,,,5087,188,,,,1.6,4.75,DNP,DNP,DNP,DNP,,,0.0,0.30,NA,0.30,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Justin Pringle,St. Xavier,,WR,WR294,,,5105,188,,,,1.57,4.6,DNP,DNP,DNP,DNP,,,0.0,0.29,NA,0.29,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jarrod Barnes,Central Arkansas,,WR,WR295,,,5112,198,,,,DNP,DNP,DNP,DNP,DNP,31.5,,,0.0,0.27,NA,0.27,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Heron Maurisseau,New Hampshire,,WR,WR296,,,5102,188,,,,1.58,4.46,DNP,7.3,4.26,37,,,0.0,0.26,NA,0.26,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Doug Washington,Limestone,,WR,WR297,,,5064,167,,,,1.65,4.66,8,7.46,4.58,32.5,,,0.0,0.24,NA,0.24,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Peter Osman,SW Minnesota St.,,WR,WR298,,,5111,191,,,,1.72,4.85,7,6.85,4.15,28,,,0.0,0.23,NA,0.23,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,George McCorley,Jackson State,,WR,WR299,,,6011,213,,,,1.69,4.88,7,7.75,4.65,29,,,0.0,0.22,NA,0.22,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lance Babb,UC Davis,,WR,WR300,,,5112,208,,,,1.65,4.87,11,7.26,4.43,33,,,0.0,0.20,NA,0.20,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Darian Oxendine,Florida A&M,,WR,WR301,,,5094,159,,,,1.53,4.57,DNP,7.34,4.64,31,,,0.0,0.19,NA,0.19,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Christopher Brown,Miles,,WR,WR302,,,5094,180,,,,1.63,4.77,DNP,7.87,4.75,33.5,,,0.0,0.17,NA,0.17,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Davion Johnson,C. Connecticut St.,,WR,WR303,,,5056,166,,,,1.55,4.54,12,DNP,4.43,31.5,,,0.0,0.16,NA,0.16,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Corey Gammage,UCF,AAC,WR,WR304,,,6016,212,,,,1.71,5.01,DNP,7.52,4.76,27.5,,,0.0,0.14,NA,0.14,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rickie Johnson,Utah Tech,,WR,WR305,,,DNP,DNP,,,,DNP,DNP,DNP,DNP,DNP,DNP,,,0.0,0.13,NA,0.13,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cooper Sullivan,Wabash (Ind.),,WR,WR306,,,5096,186,,,,1.68,4.97,8,7.12,4.46,32.5,,,0.0,0.11,NA,0.11,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Derek Lockhart,Indiana (Pa.),,WR,WR307,,,6012,202,,,,DNP,DNP,DNP,DNP,DNP,DNP,,,0.0,0.10,NA,0.10,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Gregory Clayton,LSU,SEC,WR,WR308,,,5100,191,,,,1.94,4.94,14,7.37,4.77,29.5,,,0.0,0.09,NA,0.09,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Darius Stokes,Baldwin Wallace,,WR,WR309,,,5101,177,,,,1.63,4.74,9,7.12,4.65,33,,,0.0,0.07,NA,0.07,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,KJ Franklin,West Florida,,WR,WR310,,,5070,158,,,,1.6,4.98,3,7.65,4.55,25,,,0.0,0.06,NA,0.06,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Andre Jones,Southwestern,,WR,WR311,,,6011,216,,,,1.59,5.02,DNP,7.71,4.64,26.5,,,0.0,0.04,NA,0.04,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Terrell Gardner,Alabama A&M,,WR,WR312,,,5042,162,,,,1.58,4.72,DNP,7.01,4.61,31,,,0.0,0.03,NA,0.03,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Navarie Solomon,Reinhardt,,WR,WR313,,,6002,189,,,,1.82,5.1,10,7.7,4.84,26.5,,,0.0,0.01,NA,0.01,,,0.0,0.0,,,,,,,,,,,,,,
,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
